Rank,Player_ID,Name,Nationality,Birth_Year,Play_Hand,Backhand,is_ghost
,800769916,Radu Tone,ROU,,Unknown,Unknown,True
,800589538,Artiom Ursu,MDA,,Unknown,Unknown,True
,800707026,Stefan Maximilian Belu,ROU,,Unknown,Unknown,True
,800675366,Ovidiu Andrei Patrascu,ROU,,Unknown,Unknown,True
,800650478,Luca Ghilezan,USA,,Unknown,Unknown,True
,800670060,Luka Dajic,GER,,Unknown,Unknown,True
,800765152,Mikhail Beroev,AUT,,Unknown,Unknown,True
,800519244,Nicola Kogler,AUT,,Unknown,Unknown,True
,800739892,Cristi Junior Zlotea,ROU,,Unknown,Unknown,True
,800710268,David Alexandru Udrescu,ROU,,Unknown,Unknown,True
,800644871,Dylan Tsoi,USA,,Unknown,Unknown,True
,800723493,Wesley McClure,USA,,Unknown,Unknown,True
,800516697,Udit Gogoi,IND,,Unknown,Unknown,True
,800653417,Amery Chen,HKG,,Unknown,Unknown,True
,800452257,Pawin Jirapoomdaje,THA,,Unknown,Unknown,True
,800653549,wayne baker,GUY,,Unknown,Unknown,True
,800545939,Kabeer Kapasi,USA,,Unknown,Unknown,True
,800549318,Juan Pablo Naranjo,ECU,,Unknown,Unknown,True
,800548614,koki Shibata,JPN,,Unknown,Unknown,True
,800558749,Masato Ota,JPN,,Unknown,Unknown,True
,800678849,TAKUMI KATSUDA,JPN,,Unknown,Unknown,True
,800556167,Cheng Tang,TPE,,Unknown,Unknown,True
,800452352,Arthur Craig Pantino,PHI,,Unknown,Unknown,True
,800698457,Sebastien Lhuillier,PHI,,Unknown,Unknown,True
,800562043,Diego Dayrit,PHI,,Unknown,Unknown,True
,800584307,Ava Daniel Mandac,PHI,,Unknown,Unknown,True
,800537858,Aeden Raphael Walker,PHI,,Unknown,Unknown,True
,800583051,Gabriel Stefano Gurria,PHI,,Unknown,Unknown,True
,800535753,Oliver Hall,NZL,,Unknown,Unknown,True
,800510979,Sohma Nakagomi,JPN,,Unknown,Unknown,True
,800451734,Yu Zhang,CHN,,Unknown,Unknown,True
,800532141,ZhenChang Qin,CHN,,Unknown,Unknown,True
,800531475,Bai Jia Hu,CHN,,Unknown,Unknown,True
,800750627,Yuanxiang Luo,CHN,,Unknown,Unknown,True
,800466571,Qian Sun,CHN,,Unknown,Unknown,True
,800690196,Yuqin Quan,CHN,,Unknown,Unknown,True
,800562377,Kodai Kato,JPN,,Unknown,Unknown,True
,800651924,Ouga Miyazaki,JPN,,Unknown,Unknown,True
,800443555,William Nolan,GBR,,Unknown,Unknown,True
,800597128,Nacho Serra Sanchez,ESP,,Unknown,Unknown,True
,800418229,Eduardo Morais,POR,,Unknown,Unknown,True
,800567492,Jack Anthrop,USA,,Unknown,Unknown,True
,800751978,Ezequiel Monferrer,ARG,,Unknown,Unknown,True
,800424785,Pyotr Nesterov,BUL,,Unknown,Unknown,True
,800507338,Isac Stroemberg,SWE,,Unknown,Unknown,True
,800459835,Giovanni Mpetshi Perricard,FRA,,Unknown,Unknown,True
,800449500,Mika Lipp,GER,,Unknown,Unknown,True
,800454265,Xavi Matas Ortega,ESP,,Unknown,Unknown,True
,800546441,Alex Padro Parra,ESP,,Unknown,Unknown,True
,800568954,Jordi Garcia Mestre,ESP,,Unknown,Unknown,True
,800487960,Adria Pol Torres,ESP,,Unknown,Unknown,True
,800580511,Vicent Exposito Sirera,ESP,,Unknown,Unknown,True
,800513826,Dhanush Patel,IND,,Unknown,Unknown,True
,800660898,sachin kumar,IND,,Unknown,Unknown,True
,800560340,Joshua Rahul Pamei,IND,,Unknown,Unknown,True
,800459871,Vansh Bhagtani,IND,,Unknown,Unknown,True
,800588198,Gurustat Singh Makkar,IND,,Unknown,Unknown,True
,800466883,Aditya Balsekar,IND,,Unknown,Unknown,True
,800586420,SUJAN PARAB,IND,,Unknown,Unknown,True
,800478877,Gauthier Charollais,FRA,,Unknown,Unknown,True
,800678213,Ikkei Oguma,JPN,,Unknown,Unknown,True
,800460289,Taki Adachi,JPN,,Unknown,Unknown,True
,800599177,Antonios Kitsios,GRE,,Unknown,Unknown,True
,800511466,Simone Rivoira,ITA,,Unknown,Unknown,True
,800712240,Tomas Tejapaibul,THA,,Unknown,Unknown,True
,800665397,Kristof Voeroes,HUN,,Unknown,Unknown,True
,800688510,Vasyl Makarenko,UKR,,Unknown,Unknown,True
,800672927,George Abralava,GEO,,Unknown,Unknown,True
,800650788,Kenneth Noah Nies,GER,,Unknown,Unknown,True
,800689385,Igor Bjelicic,SRB,,Unknown,Unknown,True
,800629641,Oscar Lund,SWE,,Unknown,Unknown,True
,800752461,Charlie Zetterberg,SWE,,Unknown,Unknown,True
,800477901,Alexander Borup,DEN,,Unknown,Unknown,True
,800776044,Zirui Yang,CHN,,Unknown,Unknown,True
,800705630,Cho Lam Wong,HKG,,Unknown,Unknown,True
,800724591,Yusfar Lazuardi,INA,,Unknown,Unknown,True
,800795623,Nick Erin,CHN,,Unknown,Unknown,True
,800790581,Yuhan Wang,CHN,,Unknown,Unknown,True
,800750925,Mingzhe Zhang,CHN,,Unknown,Unknown,True
,800737946,Vaibhav Choudhary,IND,,Unknown,Unknown,True
,800738203,Harshit Arora,IND,,Unknown,Unknown,True
,800692167,Khush SHARMA,IND,,Unknown,Unknown,True
,800632066,Siddhanth Sastry,IND,,Unknown,Unknown,True
,800689089,Ethan Thai Shing Lee,IND,,Unknown,Unknown,True
,800654082,REVANTH CHITRAMPALLY,IND,,Unknown,Unknown,True
,800805677,Khondamir Abduhamidov,UZB,,Unknown,Unknown,True
,800745964,Rishikesh Mane,IND,,Unknown,Unknown,True
,800659957,Saidali Abdubekov,UZB,,Unknown,Unknown,True
,800794165,Giviko Abdusheli,USA,,Unknown,Unknown,True
,800547641,Andrejs Kalinins,LAT,,Unknown,Unknown,True
,800671799,Farid Mamadaliev,UZB,,Unknown,Unknown,True
,800748261,Dusty Cannard,AUS,,Unknown,Unknown,True
,800745105,Lukas Hausmaninger,AUT,,Unknown,Unknown,True
,800598818,Justin Zhuo Xian Tan,HKG,,Unknown,Unknown,True
,800742392,Yi Li,CHN,,Unknown,Unknown,True
,800555864,Louis Cloud,USA,,Unknown,Unknown,True
,800768561,Jose Santiago Ruiz,GUA,,Unknown,Unknown,True
,800816817,Daniel Araya,CRC,,Unknown,Unknown,True
,800498519,Ryan Nash,USA,,Unknown,Unknown,True
,800858922,Marcos Navarro Chicampo,ESP,,Unknown,Unknown,True
,800801802,Christian Morits Guldborg,DEN,,Unknown,Unknown,True
,800742371,Frank joress Essala,CMR,,Unknown,Unknown,True
,800705853,Kareem Samy,NZL,,Unknown,Unknown,True
,800567262,Axel Sabourin,FRA,,Unknown,Unknown,True
,800620677,Fabrizzio Ral Garmendia Pacchiano,VEN,,Unknown,Unknown,True
,800635002,Gabriel Alejandro Marques Diaz,VEN,,Unknown,Unknown,True
,800694235,Oscar Ricci,VEN,,Unknown,Unknown,True
,800749481,Rodolfo Ignacio Belloso,VEN,,Unknown,Unknown,True
,800694463,Kristian Jakub Novak,SVK,,Unknown,Unknown,True
,800515187,Maciej Matuszczyk,POL,,Unknown,Unknown,True
,800431959,Zakhar Martsinkevich,BLR,,Unknown,Unknown,True
,800543543,Kamil Doligalski,POL,,Unknown,Unknown,True
,800648943,Mihai Staicu,ROU,,Unknown,Unknown,True
,800589640,Juan Ignacio Centurion Delvalle,ARG,,Unknown,Unknown,True
,800697862,Matteo Vito Bontempo,ARG,,Unknown,Unknown,True
,800720777,Tomas Spilzinger,ARG,,Unknown,Unknown,True
,800769406,Andre Cadavid,USA,,Unknown,Unknown,True
,800808956,Julio Mariz Perez,ESP,,Unknown,Unknown,True
,800682001,TOMAS MARTIN DUFFEK,ESP,,Unknown,Unknown,True
,800570667,Denis Stanculov,SRB,,Unknown,Unknown,True
,800588224,Nicolas Meana Ojanguren,ESP,,Unknown,Unknown,True
,800732588,Erik Mur Veiga,ESP,,Unknown,Unknown,True
,800846927,Grigorii Preobrazhenskii,RUS,,Unknown,Unknown,True
,800656197,Eduardo Lage,BRA,,Unknown,Unknown,True
,800699678,Andres Gutierrez,PUR,,Unknown,Unknown,True
,800733578,Abdallah Hussin,EGY,,Unknown,Unknown,True
,800582300,Pedro Bonato Donadon,BRA,,Unknown,Unknown,True
,800643754,Lucas Faria Drumond Lage,BRA,,Unknown,Unknown,True
,800656129,Joao Victor Castro,BRA,,Unknown,Unknown,True
,800533101,Thiago Petry,BRA,,Unknown,Unknown,True
,800546322,Augusto Andrade,BRA,,Unknown,Unknown,True
,800591931,Joao Vitor Zabani de Souza,BRA,,Unknown,Unknown,True
,800677025,Kayky Henrique Felix Dos Santos,BRA,,Unknown,Unknown,True
,800504360,Diego AMILIBIA,ESP,,Unknown,Unknown,True
,800752459,yesen he,CHN,,Unknown,Unknown,True
,800726409,Junhyeok Lee,FIJ,,Unknown,Unknown,True
,800693931,Moein Ghodsifar,IRI,,Unknown,Unknown,True
,800575089,Amir Hossein Tahmasebi,IRI,,Unknown,Unknown,True
,800549369,Arshia Sarabi,IRI,,Unknown,Unknown,True
,800667619,Yashar Bakhshande,IRI,,Unknown,Unknown,True
,800771659,Logan Boardman Logan Boardman,RSA,,Unknown,Unknown,True
,800727697,Khaled Alhusainan,KSA,,Unknown,Unknown,True
,800469275,Allan Krueger,SWE,,Unknown,Unknown,True
,800547202,Cameron Timlin,GBR,,Unknown,Unknown,True
,800507873,Alen Curovic,SWE,,Unknown,Unknown,True
,800514418,Mate Haunold,HUN,,Unknown,Unknown,True
,800563303,Joseph CYIZA,RWA,,Unknown,Unknown,True
,800449900,Kevin Chen,DEN,,Unknown,Unknown,True
,800654466,Karan Varyani,RSA,,Unknown,Unknown,True
,800540552,Erich Sullwald,RSA,,Unknown,Unknown,True
,800575705,Joshua Bassett,ESP,,Unknown,Unknown,True
,800601391,Alberto Botta,ITA,,Unknown,Unknown,True
,800598247,Ilia Coppola Bertoli,ITA,,Unknown,Unknown,True
,800594470,Ahmed Aldlfe,IRQ,,Unknown,Unknown,True
,800528531,Andreas Pantazis,CYP,,Unknown,Unknown,True
,800546276,Alexander Sadeghi,GBR,,Unknown,Unknown,True
,800575463,Henry Salonen,POR,,Unknown,Unknown,True
,800528437,Felipe De Dios,ARG,,Unknown,Unknown,True
,800533222,Gabriel Miranda,CHI,,Unknown,Unknown,True
,800533947,Ezequiel Arce Gonzalez,PAR,,Unknown,Unknown,True
,800597666,Victor Hugo Zubieta Rejas,BOL,,Unknown,Unknown,True
,800670171,Luis Eduardo Paniagua Terzo,BOL,,Unknown,Unknown,True
,800727679,Abdulmalik Alzharani,KSA,,Unknown,Unknown,True
,800672229,Joshua Theodore Suryanto,INA,,Unknown,Unknown,True
,800846726,Austin Prendiville,AUS,,Unknown,Unknown,True
,800844060,Cedric Vong,AUS,,Unknown,Unknown,True
,800696398,Rafael Dibos Revoredo,PER,,Unknown,Unknown,True
,800689261,Mikel Tortolero,VEN,,Unknown,Unknown,True
,800657268,Santiago Andres Stipanov Rauseo,VEN,,Unknown,Unknown,True
,800557631,Tomas Anez Meneses,VEN,,Unknown,Unknown,True
,800713983,Mateo Carena,URU,,Unknown,Unknown,True
,800695645,Dmitrii Rosliakov,RUS,,Unknown,Unknown,True
,800848300,Intje Sulaiman,INA,,Unknown,Unknown,True
,800760309,Yanin JURANGKOOL,THA,,Unknown,Unknown,True
,800739879,Kian Unni,IND,,Unknown,Unknown,True
,800569590,Taiki Nagamine,JPN,,Unknown,Unknown,True
,800656079,TOMA KIMURA,JPN,,Unknown,Unknown,True
,800593642,Yuki Asai,JPN,,Unknown,Unknown,True
,800672387,Tyrun Gidwani,IND,,Unknown,Unknown,True
,800542804,Kenta Hirai,JPN,,Unknown,Unknown,True
,800538645,Iliya Avramov,AUT,,Unknown,Unknown,True
,800626294,Chihiro Nakayama,JPN,,Unknown,Unknown,True
,800786264,Airu Kikuzato,JPN,,Unknown,Unknown,True
,800683717,KOKI TAKADA,JPN,,Unknown,Unknown,True
,800683354,ATSUKI TAKAMURA,JPN,,Unknown,Unknown,True
,800739744,Santino Gonella,ARG,,Unknown,Unknown,True
,800534082,Christian Manuel Galarza Guilarte,BOL,,Unknown,Unknown,True
,800660153,Andres Villamil Zurita,BOL,,Unknown,Unknown,True
,800560452,Junior Aitken Saucedo,BOL,,Unknown,Unknown,True
,800824989,Marek Dumont,CAN,,Unknown,Unknown,True
,800709290,Trent Sauer,CAN,,Unknown,Unknown,True
,800579430,Aryaman Jajodia,IND,,Unknown,Unknown,True
,800746797,Noah Rock Sharkey,CAN,,Unknown,Unknown,True
,800767504,Kostiantyn Martiian,UKR,,Unknown,Unknown,True
,800640389,Emil William Laangstroem,FIN,,Unknown,Unknown,True
,800796085,Sergio Bautista Cisneros,PER,,Unknown,Unknown,True
,800630865,Joao Octavio Fischer,BRA,,Unknown,Unknown,True
,800572244,Luciano Farfan,BOL,,Unknown,Unknown,True
,800558191,Esteban Beaumelle Munoz,BOL,,Unknown,Unknown,True
,800782120,Giulio Tancredi Gennaro,ITA,,Unknown,Unknown,True
,800649233,Christopher Morland,NOR,,Unknown,Unknown,True
,800749942,SUKRU YIGIT OZKARA,TUR,,Unknown,Unknown,True
,800811497,Sebastian Bonilla,USA,,Unknown,Unknown,True
,800680261,Lorenzo Buzzi,ITA,,Unknown,Unknown,True
,800708743,Sergej Ban,CRO,,Unknown,Unknown,True
,800710181,Itay Levin,ISR,,Unknown,Unknown,True
,800535265,Sergei Vukasinovic,GBR,,Unknown,Unknown,True
,800396195,Dan Slapnik Trost,SLO,,Unknown,Unknown,True
,800401220,Mark Kornejcuk,RUS,,Unknown,Unknown,True
,800834324,Bram Overpelt,NED,,Unknown,Unknown,True
,800732903,Abai Sultanov,KGZ,,Unknown,Unknown,True
,800676522,ABHINAND JOSEPH ALOOR,IND,,Unknown,Unknown,True
,800440745,Salvador Salema,POR,,Unknown,Unknown,True
,800530693,Youssef Kadiri Hassani,MAR,,Unknown,Unknown,True
,800530672,Hamza Gara,MAR,,Unknown,Unknown,True
,800719966,Rayane Sanhaji,MAR,,Unknown,Unknown,True
,800724550,Benjamin Moyal,MAR,,Unknown,Unknown,True
,800521025,Nicolas Pfennig,GER,,Unknown,Unknown,True
,800532159,Juan Pablo Bishoen Fernandez,ESP,,Unknown,Unknown,True
,800764340,Marco Reipalmo Limurti,INA,,Unknown,Unknown,True
,800729182,Naman Behl,IND,,Unknown,Unknown,True
,800762243,sobhan tahmasbi,IRI,,Unknown,Unknown,True
,800845074,Yuuki Yazaki,JPN,,Unknown,Unknown,True
,800653586,Alex Kim,AUS,,Unknown,Unknown,True
,800679644,Joaquin Walters,AUS,,Unknown,Unknown,True
,800728555,Elias Theodore SIIRTOLA,SGP,,Unknown,Unknown,True
,800729809,Aiden Lam,SGP,,Unknown,Unknown,True
,800775913,Taiga Koyama,JPN,,Unknown,Unknown,True
,800698341,Marc Valentino,MAS,,Unknown,Unknown,True
,800769912,Kaiwei Zhang,CHN,,Unknown,Unknown,True
,800726031,Haru Kawanaka,JPN,,Unknown,Unknown,True
,800695617,Naoya Kishii,JPN,,Unknown,Unknown,True
,800687374,Seishiro Ishida,JPN,,Unknown,Unknown,True
,800571749,Yuto Morita,JPN,,Unknown,Unknown,True
,800556111,Jen Chieh Lee,TPE,,Unknown,Unknown,True
,800548236,Yu Hao Chen,TPE,,Unknown,Unknown,True
,800623683,Yan Jin Chen,TPE,,Unknown,Unknown,True
,800590751,YUN-YANG LIN,TPE,,Unknown,Unknown,True
,800591377,Kai Yu Lin,TPE,,Unknown,Unknown,True
,800556169,Yi chang Lin,TPE,,Unknown,Unknown,True
,800581792,I-Heng Wu,TPE,,Unknown,Unknown,True
,800765701,CHEN KUANG-LUN,TPE,,Unknown,Unknown,True
,800803353,Ko Chen-Hao Tsai Fang-Jung,TPE,,Unknown,Unknown,True
,800752788,Isaac Wang,AUS,,Unknown,Unknown,True
,800794426,Kritthee SALAIKEAW,THA,,Unknown,Unknown,True
,800534189,WEI-CHENG CHEN,TPE,,Unknown,Unknown,True
,800588842,Yen-Cheng Liu,TPE,,Unknown,Unknown,True
,800647468,Arjan Singh Sachdej,GUM,,Unknown,Unknown,True
,800716521,CHRISTOPHER LLOYD CALEB KAIULO,PNG,,Unknown,Unknown,True
,800565818,Aidan Byrne,GBR,,Unknown,Unknown,True
,800782919,Seungwoo Choi,KOR,,Unknown,Unknown,True
,800724795,Sin Khai Lim,MAS,,Unknown,Unknown,True
,800645687,Steven Mao,USA,,Unknown,Unknown,True
,800715236,Iver Olai Boee Innseth,NOR,,Unknown,Unknown,True
,800678307,Ulrik Hustad,NOR,,Unknown,Unknown,True
,800671695,SYMEON BENETATOS,GRE,,Unknown,Unknown,True
,800782839,Yassin Elsamman,EGY,,Unknown,Unknown,True
,800678561,Artem Oganesyan,RUS,,Unknown,Unknown,True
,800653326,Adly Cherif,TUN,,Unknown,Unknown,True
,800727973,Anas Boughzala,TUN,,Unknown,Unknown,True
,800701939,Louis KUO TSING JEN,FRA,,Unknown,Unknown,True
,800678737,Javier Rivero Alvarez,ESP,,Unknown,Unknown,True
,800501377,Karim Chedly,TUN,,Unknown,Unknown,True
,800586835,AKRAM HATIM MOHAMMED ABUNOWARA,LBA,,Unknown,Unknown,True
,800649952,Yassine Chelbi,TUN,,Unknown,Unknown,True
,800520183,Rayan Benhabiles,ALG,,Unknown,Unknown,True
,800413117,Erbol Eldiyar Uulu,KGZ,,Unknown,Unknown,True
,800415925,Mikel Aranzabal,ESP,,Unknown,Unknown,True
,800562356,Noah Tebogo Christensen Salomonsen,NOR,,Unknown,Unknown,True
,800713103,Maurice Marrecau,BEL,,Unknown,Unknown,True
,800639608,Tiago Esculcas,POR,,Unknown,Unknown,True
,800654600,omid rahimi,IRI,,Unknown,Unknown,True
,800654527,armin abbasi bani,IRI,,Unknown,Unknown,True
,800447826,Dmitrii Ivanov,RUS,,Unknown,Unknown,True
,800620957,Filippo Martini,ITA,,Unknown,Unknown,True
,800500434,Nikita Petrusenko,LTU,,Unknown,Unknown,True
,800459440,Caspar Jalili Mikkelsen,DEN,,Unknown,Unknown,True
,800461836,Miles Groom,GBR,,Unknown,Unknown,True
,800562662,Nathan Nicolas,FRA,,Unknown,Unknown,True
,800565296,Enzo Cisternino,FRA,,Unknown,Unknown,True
,800461430,Josh Reynolds,GBR,,Unknown,Unknown,True
,800570223,Eric Oncins gaudio,BRA,,Unknown,Unknown,True
,800468626,Francisco Andreu Garcia,ESP,,Unknown,Unknown,True
,800627747,Alex Boerjegren,SWE,,Unknown,Unknown,True
,800651391,Hamza Elkhateeb,EGY,,Unknown,Unknown,True
,800635349,Moaz Soliman,EGY,,Unknown,Unknown,True
,800541987,Naruse Minami,JPN,,Unknown,Unknown,True
,800419837,Dominik Buzonics,HUN,,Unknown,Unknown,True
,800714408,Yousef Sajantan,KSA,,Unknown,Unknown,True
,800594656,Derek Hsieh,USA,,Unknown,Unknown,True
,800514794,Volodymyr Kurdiumov,UKR,,Unknown,Unknown,True
,800540765,Alex Gurt,ESP,,Unknown,Unknown,True
,800506566,Tom Gonindard,FRA,,Unknown,Unknown,True
,800532921,Francisco Pini,ARG,,Unknown,Unknown,True
,800441298,Alexander Knox Jones,GBR,,Unknown,Unknown,True
,800498843,Pablo ALEMANY,ESP,,Unknown,Unknown,True
,800548524,Simon Raskin,BEL,,Unknown,Unknown,True
,800726475,Saifullah Khan,PAK,,Unknown,Unknown,True
,800461014,Artsiom Sinitsyn,BLR,,Unknown,Unknown,True
,800786315,Yi Zhou,CHN,,Unknown,Unknown,True
,800739747,Yeshowah Campbell-Smith,TTO,,Unknown,Unknown,True
,800809305,Mickey Pancich,USA,,Unknown,Unknown,True
,800741220,Dai Linxi,CHN,,Unknown,Unknown,True
,800760256,Roger Liu,GBR,,Unknown,Unknown,True
,800598046,Yin Nok Wong,HKG,,Unknown,Unknown,True
,800842960,Sebastiano Pozzani,ITA,,Unknown,Unknown,True
,800820846,Mark Csizmar,CAN,,Unknown,Unknown,True
,800639842,Achille Vangelisti,ITA,,Unknown,Unknown,True
,800835955,Aggelos Tsirkas,GRE,,Unknown,Unknown,True
,800671525,Noah Hjorteland,NOR,,Unknown,Unknown,True
,800802831,Tian Ma,USA,,Unknown,Unknown,True
,800794454,Marko Pavlovic,MNE,,Unknown,Unknown,True
,800555463,Liam Barry,NZL,,Unknown,Unknown,True
,800807446,Lawrence Dufficy,AUS,,Unknown,Unknown,True
,800731926,Jacob Portelli,AUS,,Unknown,Unknown,True
,800718643,Lielle Assayag,USA,,Unknown,Unknown,True
,800568484,JongGeun Park,KOR,,Unknown,Unknown,True
,800799802,Ilyes Hizem,TUN,,Unknown,Unknown,True
,800778783,Alen Subasic,AUS,,Unknown,Unknown,True
,800845756,Reisya Ramdhani Tjiarso,INA,,Unknown,Unknown,True
,800671463,Bryan Suryadi,INA,,Unknown,Unknown,True
,800814676,Hazem Amr,EGY,,Unknown,Unknown,True
,800747600,Yassin Maher,EGY,,Unknown,Unknown,True
,800740644,Pierre Niyonsenga Nkundabose Yvette,RWA,,Unknown,Unknown,True
,800635874,Belal Ashraf Salah Ramadan,EGY,,Unknown,Unknown,True
,800656151,anas Shoib,EGY,,Unknown,Unknown,True
,800718111,Nabil Elkateb,EGY,,Unknown,Unknown,True
,800715885,Kevin kamel,EGY,,Unknown,Unknown,True
,800589110,Amer Abdelrahman,EGY,,Unknown,Unknown,True
,800516685,Danyil Shcheblykin,UKR,,Unknown,Unknown,True
,800563469,Karim Dessouky,EGY,,Unknown,Unknown,True
,800757435,Mehran Rahbari,IRI,,Unknown,Unknown,True
,800728189,Mahdi Abjadpour,IRI,,Unknown,Unknown,True
,800558751,Ali Ghorbanzade,IRI,,Unknown,Unknown,True
,800654583,Arsha Safinia,IRI,,Unknown,Unknown,True
,800654061,Saman Khaleghiyeh,IRI,,Unknown,Unknown,True
,800543347,Ali Beheshti,IRI,,Unknown,Unknown,True
,800524053,Amirreza Kordi,IRI,,Unknown,Unknown,True
,800738441,Jacob Njung'e Karanja,KEN,,Unknown,Unknown,True
,800588847,Noah Alexander Jewelewicz,USA,,Unknown,Unknown,True
,800775696,Kunal Gupta,USA,,Unknown,Unknown,True
,800738639,Lewis Alberto Medina Ogando,DOM,,Unknown,Unknown,True
,800623663,Amar Kumar,USA,,Unknown,Unknown,True
,800504604,Jaskarn Sahota,CAN,,Unknown,Unknown,True
,800571312,Shrey Arora,USA,,Unknown,Unknown,True
,800544252,Jack Davison,CAN,,Unknown,Unknown,True
,800585125,Ishan Gurung,NEP,,Unknown,Unknown,True
,800517564,Ryoma Mishiro,JPN,,Unknown,Unknown,True
,800629095,Sumedh Edavalluri,USA,,Unknown,Unknown,True
,800651698,Mathias Alpizar Carvajal,CRC,,Unknown,Unknown,True
,800758648,Kiran Gurunathan,USA,,Unknown,Unknown,True
,800690421,Jesus TovarCano,MEX,,Unknown,Unknown,True
,800751178,Jaren Scarborough,USA,,Unknown,Unknown,True
,800714943,Alberto Blandon Vargas,NCA,,Unknown,Unknown,True
,800689722,isaac mizrachi,PAN,,Unknown,Unknown,True
,800506495,Peter Anastasakis,USA,,Unknown,Unknown,True
,800546961,Darren Martis,CUW,,Unknown,Unknown,True
,800512680,Nadim Motaghedi,USA,,Unknown,Unknown,True
,800626102,Nicolas Stoiana,USA,,Unknown,Unknown,True
,800508697,Justus Alexandre Agbo,CAN,,Unknown,Unknown,True
,800552986,Andreas Petsalis,CAN,,Unknown,Unknown,True
,800592306,Yuyang Chen,CHN,,Unknown,Unknown,True
,800764223,Yukai Zhang,CHN,,Unknown,Unknown,True
,800742585,JIHAN KIM,KOR,,Unknown,Unknown,True
,800758882,Sean Wang,USA,,Unknown,Unknown,True
,800814274,Yuchen Yan,CHN,,Unknown,Unknown,True
,800429705,Jeroen Boer,NED,,Unknown,Unknown,True
,800577064,Prince Luis Salvacion,PHI,,Unknown,Unknown,True
,800795280,Kenneth Lorenzo Mailig,PHI,,Unknown,Unknown,True
,800742791,Muhammad Fakhri Akbar Siregar,INA,,Unknown,Unknown,True
,800740249,Jaco Smith,RSA,,Unknown,Unknown,True
,800651498,Guy Morian,ISR,,Unknown,Unknown,True
,800547777,Sebastian Chirica Elleby,SWE,,Unknown,Unknown,True
,800811795,Liam Jones,NZL,,Unknown,Unknown,True
,800840843,Hunter Pang,NZL,,Unknown,Unknown,True
,800725942,Kounosuke Nakamura,JPN,,Unknown,Unknown,True
,800707538,Aghisna Dorida,INA,,Unknown,Unknown,True
,800758110,Wen Lin Yang,TPE,,Unknown,Unknown,True
,800752629,YUEH TUNG TSAI,TPE,,Unknown,Unknown,True
,800852881,Raul Edgar Barcelo Montejo,MEX,,Unknown,Unknown,True
,800748120,Jose Antonio Alamo,MEX,,Unknown,Unknown,True
,800680268,Tiago Zuniga,MEX,,Unknown,Unknown,True
,800766170,Sebastian Fuentes Reyes,MEX,,Unknown,Unknown,True
,800694022,Santiago Vicente,MEX,,Unknown,Unknown,True
,800733893,Daniel Gutierrez Pineda,MEX,,Unknown,Unknown,True
,800746054,Claudio Reyes Juarez,MEX,,Unknown,Unknown,True
,800706085,Patricio Comellas Huerta,MEX,,Unknown,Unknown,True
,800765266,Diego Arturo De La Cruz,MEX,,Unknown,Unknown,True
,800754444,Maddox Ramon,ECU,,Unknown,Unknown,True
,800762350,Raul David Bencomo Gonzalez,MEX,,Unknown,Unknown,True
,800779620,Carlos Abel Quinonez Soto,MEX,,Unknown,Unknown,True
,800714370,Juan Pablo Paxson,MEX,,Unknown,Unknown,True
,800643362,Bernal Rodriguez,CRC,,Unknown,Unknown,True
,800724568,Imanol San Sebastian,MEX,,Unknown,Unknown,True
,800656744,Emiliano Cortes Comas,MEX,,Unknown,Unknown,True
,800738387,Ludvig Ruge,SWE,,Unknown,Unknown,True
,800572246,Delano Reeves,JAM,,Unknown,Unknown,True
,800798025,Joel Brenes Sosa,CRC,,Unknown,Unknown,True
,800805290,Bruno Gonzalez Rosales,MEX,,Unknown,Unknown,True
,800777860,rodrigo ganem stenner,MEX,,Unknown,Unknown,True
,800741319,Andrew Kully,USA,,Unknown,Unknown,True
,800670199,Michail Hotin,GER,,Unknown,Unknown,True
,800715631,Alvaro Inareta,ESP,,Unknown,Unknown,True
,800701244,Konstantin Kukaras,GER,,Unknown,Unknown,True
,800630506,Lorenz Unkel,GER,,Unknown,Unknown,True
,800591736,Amr Mounier,EGY,,Unknown,Unknown,True
,800742682,Abdulaziz Muradov,TJK,,Unknown,Unknown,True
,800793809,Oszkar Koppany Vadasz,HUN,,Unknown,Unknown,True
,800705407,Stefan Manojlovic,SRB,,Unknown,Unknown,True
,800843910,Radin Kafili,IRI,,Unknown,Unknown,True
,800694323,Deimantas Alisauskas,LTU,,Unknown,Unknown,True
,800785544,Zeyad El Sawy,EGY,,Unknown,Unknown,True
,800722689,NEIL HARMENIL,FRA,,Unknown,Unknown,True
,800700457,HIRO OTANI,JPN,,Unknown,Unknown,True
,800732976,Koshin Gokhale,USA,,Unknown,Unknown,True
,800594175,Jamal Alexis,TTO,,Unknown,Unknown,True
,800565140,Charles Devaux,TTO,,Unknown,Unknown,True
,800541619,Sterling Elza,USA,,Unknown,Unknown,True
,800749468,Dexter Koorndijk,NED,,Unknown,Unknown,True
,800751704,Savano Hanna,USA,,Unknown,Unknown,True
,800738851,Miguel Camarena Camarena,MEX,,Unknown,Unknown,True
,800458993,Zihao Yuan,CHN,,Unknown,Unknown,True
,800508327,Artem Maltsev,RUS,,Unknown,Unknown,True
,800433087,Adrien Burdet,SUI,,Unknown,Unknown,True
,800415373,Ruzel Fathullin,RUS,,Unknown,Unknown,True
,800515839,Nikita Kriukov,RUS,,Unknown,Unknown,True
,800413839,Artem Gerasimchuk,RUS,,Unknown,Unknown,True
