Tourney_Date,Year,Surface,Round,p1_id,p2_id,elo_diff,surface_elo_diff,age_diff,target
2023-01-03,2023,Carpet,R128,800593687.0,800572280.0,-24.39445860572232,-29.870109360453398,0.0,0
2023-01-03,2023,Carpet,R64,800584225.0,800572280.0,-109.02090301169801,-95.80366572966477,0.0,0
2023-01-03,2023,Carpet,QF,800566644.0,800572280.0,-108.76453984951377,-89.01971527792398,0.0,0
2023-01-03,2023,Hard,R128,800586515.0,800594534.0,170.94491293210467,110.83881495592232,1.0,1
2023-01-03,2023,Carpet,SF,800572280.0,800578963.0,8.596604349281051,18.248704701930592,0.0,0
2023-01-03,2023,Hard,R128,800594534.0,800577036.0,71.03560733507993,62.79269261509603,-1.0,1
2023-01-03,2023,Hard,R128,800527599.0,800581416.0,-99.5265852197781,-108.21063126731474,0.0,1
2023-01-03,2023,Carpet,R128,800639246.0,800635933.0,-13.646768209242737,-12.304259069064301,0.0,0
2023-01-03,2023,Carpet,R128,800547390.0,800598297.0,-25.74140259765204,-16.914561950448388,1.0,1
2023-01-03,2023,Hard,QF,800594534.0,800673752.0,93.07182095071721,84.58729558925734,-1.0,1
2023-01-03,2023,Hard,R128,800635960.0,800548992.0,28.639602716541276,40.668302623701265,0.0,0
2023-01-03,2023,Hard,QF,800676806.0,800635960.0,-36.5902760914978,-35.013367894781595,0.0,0
2023-01-03,2023,Hard,R128,800715675.0,800635960.0,-20.88846565720337,-35.26602936793938,0.0,0
2023-01-03,2023,Carpet,R64,800557776.0,800621382.0,-57.768580062057026,-60.478911132329586,0.0,0
2023-01-03,2023,Hard,F,800576680.0,800586899.0,23.924532962545072,-31.003591384196625,0.0,0
2023-01-03,2023,Hard,R128,800576126.0,800515577.0,117.29981600830206,68.5784002771934,0.0,1
2023-01-03,2023,Hard,R128,800568588.0,800640047.0,57.194675847448934,31.867394445139325,2.0,1
2023-01-03,2023,Carpet,R128,800601564.0,800578963.0,-56.40586094578316,-34.171810621965506,0.0,0
2023-01-03,2023,Carpet,R128,800575385.0,800671405.0,-16.60679757505227,-26.682994806312763,0.0,0
2023-01-03,2023,Hard,QF,800586899.0,800568588.0,49.60647645765471,16.973364574045945,0.0,1
2023-01-04,2023,Hard,R64,800544328.0,800563723.0,22.63565118876886,59.39955114788586,0.0,0
2023-01-04,2023,Hard,R128,800581749.0,800520051.0,-67.87660129519645,-82.12139273832668,-1.0,0
2023-01-04,2023,Hard,R128,800580478.0,800536015.0,-200.96418067210266,-180.5106168368652,0.0,0
2023-01-04,2023,Hard,R128,800545846.0,800551020.0,27.214245345544896,-24.320350281976744,0.0,1
2023-01-04,2023,Hard,R64,800564408.0,800637103.0,186.6666439159319,148.88967651452526,1.0,0
2023-01-04,2023,Hard,QF,800563723.0,800514134.0,-71.50196256282084,-141.22803426932296,0.0,1
2023-01-04,2023,Hard,R64,800543197.0,800484365.0,217.8070608051346,123.55242238684286,0.0,1
2023-01-04,2023,Hard,R128,800600893.0,800484365.0,-21.83338108765838,-30.29242861794569,0.0,0
2023-01-04,2023,Hard,SF,800563723.0,800545846.0,35.59211130566882,-61.27158255056588,0.0,1
2023-01-04,2023,Hard,QF,800535639.0,800629808.0,53.3859319733167,59.069082913621514,1.0,0
2023-01-04,2023,Hard,QF,800600578.0,800637158.0,103.04770029337328,95.40238840631832,1.0,1
2023-01-04,2023,Hard,QF,800484365.0,800567732.0,-103.54036557292352,-63.03731126332491,1.0,1
2023-01-04,2023,Hard,R64,800484365.0,800566961.0,-2.643996011195668,-12.784650347480465,0.0,1
2023-01-04,2023,Hard,R128,800639549.0,800598696.0,-32.98333628219689,-24.23372715335404,0.0,0
2023-01-04,2023,Hard,R128,800484365.0,800600578.0,-55.23114513637961,-48.67148855414348,0.0,1
2023-01-04,2023,Hard,R128,800688935.0,800637158.0,82.85460267714075,62.64858268431544,1.0,0
2023-01-04,2023,Hard,R64,800535273.0,800514134.0,-86.49503908435418,-105.30088284144972,0.0,0
2023-01-04,2023,Hard,R128,800629808.0,800514134.0,-273.59642116441137,-220.75159151569073,-1.0,0
2023-01-04,2023,Hard,R64,800600578.0,800569544.0,-20.279375952947703,28.36288465711823,0.0,1
2023-01-04,2023,Hard,R128,800677036.0,800511722.0,212.14612139297265,139.40072911611696,-2.0,1
2023-01-04,2023,Hard,R128,800542081.0,800569544.0,-242.10680864133337,-172.85380789526994,0.0,0
2023-01-04,2023,Hard,R64,800535639.0,800598696.0,1.9529787651676997,24.043687087834314,0.0,1
2023-01-04,2023,Hard,R128,800597351.0,800637103.0,-74.22139948790436,6.018397175276505,0.0,0
2023-01-04,2023,Hard,QF,800597351.0,800542334.0,-131.761742058565,-50.10039675986491,-1.0,1
2023-01-04,2023,Hard,R128,800585367.0,800599079.0,-58.669949620272746,-54.46696467929655,0.0,0
2023-01-04,2023,Hard,R128,800535273.0,800534381.0,97.74305303557344,128.85308389627357,0.0,1
2023-01-04,2023,Hard,R64,800577492.0,800637158.0,74.2137365961687,91.65435683969622,1.0,0
2023-01-04,2023,Hard,R64,800571812.0,800536015.0,119.05925991272557,41.76004871790701,0.0,1
2023-01-04,2023,Hard,R64,800677036.0,800567732.0,-65.13185146619458,-36.25474259462749,-1.0,0
2023-01-04,2023,Hard,F,800520051.0,800563723.0,1.8141618422430383,79.78676902017469,0.0,0
2023-01-04,2023,Hard,R128,800639586.0,800566961.0,-37.224801558138324,-59.510166307664576,0.0,0
2023-01-04,2023,Hard,R128,800567687.0,800689053.0,80.3436405273585,76.42407118473511,0.0,1
